"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0019730","GO:0019730","antimicrobial humoral response","17/454","54/5022",2.6849130996696e-06,0.000807504562877799,0.000709149796430088,"KLK3/GAPDH/S100A9/SPON2/HLA-E/SLPI/LTF/HLA-A/RPS19/H2BC21/IGHA1/SEMG2/SEMG1/PGC/DEFA5/DEFA6/RPL39",17
"GO:0042254","GO:0042254","ribosome biogenesis","28/454","123/5022",2.92485806052931e-06,0.000807504562877799,0.000709149796430088,"RPL5/RPL35A/RPL10A/RPLP0/RPL35/RPL7A/RPS27/RPL3/RPL24/RPL11/RPS6/RPS21/RPS15/RPS28/RPS8/RPS16/RPL7/RPL27/PAK1IP1/RPS25/RPS14/RPS19/RPS24/RPL10/RPS7/RPS5/NOP53/RPL38",28
"GO:0001916","GO:0001916","positive regulation of T cell mediated cytotoxicity","7/454","10/5022",4.45042896245994e-06,0.00111651888119561,0.000980525898811594,"B2M/AZGP1/HLA-DRA/HLA-E/HLA-B/HLA-A/HLA-DRB1",7
"GO:0046683","GO:0046683","response to organophosphorus","15/454","45/5022",4.71816007749429e-06,0.00111651888119561,0.000980525898811594,"FOSB/JUN/HSPA5/HSP90B1/APP/BSG/IGFBP5/ASS1/EZR/DUSP1/HSPD1/COL1A1/SDC1/ZFP36L1/TRPM4",15
"GO:0042255","GO:0042255","ribosome assembly","14/454","40/5022",5.11804175199824e-06,0.00113040482162468,0.000992720519475308,"RPL5/RPLP0/RPS27/RPL3/RPL24/RPL11/RPS15/RPS28/RPS14/RPS19/RPL10/RPS5/NOP53/RPL38",14
"GO:0060548","GO:0060548","negative regulation of cell death","64/454","412/5022",6.07529475588869e-06,0.0012579657203912,0.00110474438850502,"BTG2/NR4A1/XBP1/HSP90AB1/HSPA5/HSP90B1/DAD1/GRN/EPCAM/RPS6/HSPB1/CCN2/TXN/IFI6/GLO1/GPX1/AGR3/COMP/VSTM2L/ATF4/CREB3L1/TCIM/TMBIM6/HSPA1A/GOLPH3/MDK/PRDX5/RPS3A/PTMA/CCL19/DHCR24/LTF/CCL2/COL2A1/ORMDL3/YWHAZ/SLC25A5/MIEN1/HSPA1B/GSTP1/DUSP1/HSPD1/RACK1/RPL10/SOX9/CHGA/SFN/HERPUD1/CD74/KRT18/ARF4/CIB1/CFL1/LGALS3/AGR2/CCN1/MCL1/CDKN1A/ID1/ENO1/FLNA/CLU/GRINA/SFRP1",64
"GO:0006364","GO:0006364","rRNA processing","21/454","84/5022",1.12456798601428e-05,0.00210962453957694,0.00185267041396434,"RPL5/RPL35A/RPL10A/RPL35/RPL7A/RPS27/RPL11/RPS6/RPS21/RPS15/RPS28/RPS8/RPS16/RPL7/RPL27/RPS25/RPS14/RPS19/RPS24/RPS7/NOP53",21
"GO:0034097","GO:0034097","response to cytokine","55/454","343/5022",1.14618900429776e-05,0.00210962453957694,0.00185267041396434,"ACTG1/XBP1/JUN/HSP90AB1/TMSB4X/GAPDH/P4HB/SKIL/RPLP0/HSPA5/LCN2/PDIA3/EGR1/MT2A/ZFP36/RPL3/NKX3-1/APP/F3/RPL13A/RPS16/TIMP3/KRT8/COL3A1/HSPA1A/CD24/EIF5A/CCL19/CCL2/ASS1/SLC25A5/HSPA1B/SCGB1A1/GSTP1/IFITM3/DUSP1/HSPD1/COL1A1/SOX9/ISG15/FASN/CD74/IFI27/BST2/KRT18/NPNT/PTP4A3/DDOST/CIB1/NEFH/MCL1/ZFP36L1/SEC61A1/ACKR1/SFRP1",55
"GO:0043066","GO:0043066","negative regulation of apoptotic process","57/454","363/5022",1.49897290718794e-05,0.00261373539027034,0.00229538011937256,"BTG2/NR4A1/XBP1/HSP90AB1/HSPA5/HSP90B1/DAD1/GRN/EPCAM/RPS6/HSPB1/IFI6/GLO1/GPX1/COMP/VSTM2L/CREB3L1/TCIM/TMBIM6/HSPA1A/GOLPH3/MDK/PRDX5/RPS3A/PTMA/CCL19/DHCR24/LTF/CCL2/COL2A1/ORMDL3/YWHAZ/SLC25A5/MIEN1/HSPA1B/GSTP1/DUSP1/HSPD1/RPL10/SOX9/SFN/HERPUD1/CD74/KRT18/ARF4/CIB1/CFL1/LGALS3/CCN1/MCL1/CDKN1A/ID1/ENO1/FLNA/CLU/GRINA/SFRP1",57
"GO:0042273","GO:0042273","ribosomal large subunit biogenesis","14/454","44/5022",1.80534874266961e-05,0.00295996821691518,0.00259944148301065,"RPL5/RPL35A/RPL10A/RPLP0/RPL35/RPL7A/RPL3/RPL24/RPL11/RPL7/PAK1IP1/RPL10/NOP53/RPL38",14
"GO:0006959","GO:0006959","humoral immune response","29/454","142/5022",1.87622494884452e-05,0.00295996821691518,0.00259944148301065,"KLK3/GAPDH/S100A9/SPON2/IGKC/HLA-E/A2M/IGHG1/IGHG2/SLPI/LTF/HLA-A/CCL2/RPS19/H2BC21/IGHA1/IGLC3/SEMG2/SEMG1/PGC/DEFA5/DEFA6/CFD/RPL39/HLA-DRB1/CLU/MFAP4/IGHG4/IGLC2",29
"GO:0016072","GO:0016072","rRNA metabolic process","21/454","87/5022",2.01283636597417e-05,0.00303114858203293,0.00266195201701082,"RPL5/RPL35A/RPL10A/RPL35/RPL7A/RPS27/RPL11/RPS6/RPS21/RPS15/RPS28/RPS8/RPS16/RPL7/RPL27/RPS25/RPS14/RPS19/RPS24/RPS7/NOP53",21
"GO:0050832","GO:0050832","defense response to fungus","7/454","12/5022",2.49875170033057e-05,0.00359928886225878,0.00316089231108179,"GAPDH/S100A9/SPON2/LTF/CHGA/DEFA5/DEFA6",7
"GO:0042026","GO:0042026","protein refolding","8/454","16/5022",2.81378647093727e-05,0.00384650782626575,0.00337799978769394,"HSP90AA1/HSPA5/B2M/HSPA1A/HSPA8/HSPA1B/HSPD1/HSPA6",8
"GO:0043069","GO:0043069","negative regulation of programmed cell death","57/454","371/5022",2.90258664825366e-05,0.00384650782626575,0.00337799978769394,"BTG2/NR4A1/XBP1/HSP90AB1/HSPA5/HSP90B1/DAD1/GRN/EPCAM/RPS6/HSPB1/IFI6/GLO1/GPX1/COMP/VSTM2L/CREB3L1/TCIM/TMBIM6/HSPA1A/GOLPH3/MDK/PRDX5/RPS3A/PTMA/CCL19/DHCR24/LTF/CCL2/COL2A1/ORMDL3/YWHAZ/SLC25A5/MIEN1/HSPA1B/GSTP1/DUSP1/HSPD1/RPL10/SOX9/SFN/HERPUD1/CD74/KRT18/ARF4/CIB1/CFL1/LGALS3/CCN1/MCL1/CDKN1A/ID1/ENO1/FLNA/CLU/GRINA/SFRP1",57
"GO:0014074","GO:0014074","response to purine-containing compound","15/454","52/5022",3.37943860383613e-05,0.00430618465173427,0.00378168757125631,"FOSB/JUN/HSPA5/HSP90B1/APP/BSG/IGFBP5/ASS1/EZR/DUSP1/HSPD1/COL1A1/SDC1/ZFP36L1/TRPM4",15
"GO:2001233","GO:2001233","regulation of apoptotic signaling pathway","31/454","163/5022",4.24340848963335e-05,0.00520681938005751,0.00457262419701621,"XBP1/P4HB/SKIL/S100A9/PDIA3/NKX3-1/RPL11/HSPB1/TIMP3/IFI6/GPX1/CREB3L1/TMBIM6/HSPA1A/MAGED1/EIF5A/COL2A1/SLC25A5/HSPA1B/ITM2C/GSTP1/RACK1/RPS7/HERPUD1/CD74/LGALS3/MCL1/ENO1/CLU/GRINA/SFRP1",31
"GO:0000028","GO:0000028","ribosomal small subunit assembly","7/454","13/5022",4.99427414936461e-05,0.00570552767477413,0.00501058938252043,"RPS27/RPS15/RPS28/RPS14/RPS19/RPS5/RPL38",7
"GO:0001914","GO:0001914","regulation of T cell mediated cytotoxicity","7/454","13/5022",4.99427414936461e-05,0.00570552767477413,0.00501058938252043,"B2M/AZGP1/HLA-DRA/HLA-E/HLA-B/HLA-A/HLA-DRB1",7
"GO:0097435","GO:0097435","supramolecular fiber organization","50/454","319/5022",5.5108736356278e-05,0.00604360087893994,0.00530748497287877,"ACTG1/TACSTD2/RHOB/HSP90AB1/TMSB4X/TMEFF2/HSP90B1/B2M/APP/MARCKSL1/PFN1/FMOD/TMSB10/DSTN/CCN2/TPM2/AEBP1/MYH11/GPX1/KRT8/COMP/COL3A1/ARF1/HSPA1A/HSPA8/BRK1/SHROOM1/KRT19/COL2A1/HSPA1B/DES/EZR/TMSB15A/COL1A1/COL1A2/CIB1/CFL1/NEFH/ID1/CDC42EP5/CST3/LUM/FLNA/CLU/SDC4/LMOD1/PGM5/CSRP1/SFRP1/MFAP4",50
"GO:0014070","GO:0014070","response to organic cyclic compound","56/454","371/5022",5.73989438850747e-05,0.00604360087893994,0.00530748497287877,"BTG2/FOSB/OR51E2/ND1/JUN/HSP90AB1/ND6/HSPA5/CALR/HSP90B1/EEF2/ACTB/EGR1/TGM2/ZFP36/NKX3-1/CDH1/APP/TXNIP/PLPP1/CCN2/IGFBP7/RPL27/BSG/ATF4/CLDN4/IGFBP5/GOLPH3/MDK/CCL2/ASS1/PPP1R1B/SCGB1A1/GSTP1/MAOB/EZR/DUSP1/ABHD2/HSPD1/COL1A1/IGFBP2/LGALS1/PMEPA1/JUND/EPHX1/SDC1/CDKN1A/ID1/ZFP36L1/TRPM4/HOXB13/LUM/FLNA/CLU/PTN/SFRP1",56
"GO:0051591","GO:0051591","response to cAMP","12/454","37/5022",5.8374653826163e-05,0.00604360087893994,0.00530748497287877,"FOSB/JUN/HSPA5/APP/BSG/IGFBP5/ASS1/EZR/DUSP1/COL1A1/SDC1/ZFP36L1",12
"GO:0052547","GO:0052547","regulation of peptidase activity","35/454","198/5022",6.77398968254587e-05,0.00680067509644681,0.00597234688438813,"NR4A1/GAPDH/S100A9/PEBP1/NKX3-1/APLP2/APP/F3/GRN/CCN2/TIMP3/A2M/IFI6/GPX1/CLDN3/CLDN4/PRDX5/SLPI/DHCR24/LTF/HSPD1/RACK1/SFN/HERPUD1/BST2/PSME1/SEMG2/SEMG1/PI15/CCN1/SERPINI1/CST3/CST1/IFT57/SPINK1",35
"GO:0022613","GO:0022613","ribonucleoprotein complex biogenesis","34/454","191/5022",7.45114941581416e-05,0.00724750047868042,0.00636474854181222,"RPL5/RPL35A/RPL10A/HSP90AB1/HSP90AA1/RPLP0/RPL35/RPL7A/RPS27/RPL3/RPL24/RPL13A/RPL11/RPS6/RPS21/RPS15/RPS28/RPS8/RPS16/RPL7/RPL27/PAK1IP1/RNVU1-7/RNVU1-15/RPS25/RNU4-2/RPS14/RPS19/RPS24/RPL10/RPS7/RPS5/NOP53/RPL38",34
"GO:0030162","GO:0030162","regulation of proteolysis","48/454","306/5022",7.68337879995929e-05,0.00724750047868042,0.00636474854181222,"TRIB1/RPL5/NR4A1/HSP90AB1/GAPDH/S100A9/PEBP1/NKX3-1/APLP2/APP/F3/GRN/RPL11/CCN2/TIMP3/A2M/IFI6/GPX1/CLDN3/CLDN4/HSPA1A/ELOB/PRDX5/SLPI/DHCR24/LTF/HSPA1B/HSPD1/RACK1/RPS7/SFN/HERPUD1/BST2/PSME1/SEMG2/SEMG1/PI15/CCN1/MYH9/SERPINI1/CST3/CST1/IFT57/SPINK1/ENO1/NOP53/CLU/CAMK2N1",48
"GO:2001242","GO:2001242","regulation of intrinsic apoptotic signaling pathway","20/454","88/5022",7.97201573708012e-05,0.00724750047868042,0.00636474854181222,"XBP1/P4HB/SKIL/S100A9/NKX3-1/RPL11/HSPB1/GPX1/CREB3L1/TMBIM6/HSPA1A/EIF5A/RACK1/RPS7/HERPUD1/CD74/MCL1/ENO1/CLU/GRINA",20
"GO:0019885","GO:0019885","antigen processing and presentation of endogenous peptide antigen via MHC class I","6/454","10/5022",8.09409953852024e-05,0.00724750047868042,0.00636474854181222,"HLA-C/B2M/AZGP1/HLA-E/HLA-B/HLA-A",6
"GO:0009620","GO:0009620","response to fungus","7/454","14/5022",9.21523226368495e-05,0.00782822166399698,0.00687473737566132,"GAPDH/S100A9/SPON2/LTF/CHGA/DEFA5/DEFA6",7
"GO:0030224","GO:0030224","monocyte differentiation","7/454","14/5022",9.21523226368495e-05,0.00782822166399698,0.00687473737566132,"JUN/MT1G/FASN/CD74/ZFP36L1/MYH9/HLA-DRB1",7
"GO:0051248","GO:0051248","negative regulation of protein metabolic process","63/454","441/5022",0.000104459534835207,0.00865186097272604,0.0075980566916977,"TRIB1/RPL5/BTG2/NR4A1/HSP90AB1/YWHAE/GAPDH/CALR/PABPC1/PEBP1/ZFP36/APLP2/APP/APOD/RPL13A/RPL11/HSPB1/RPS15/TIMP3/A2M/IFI6/GPX1/ATF4/HSPA1A/IGFBP5/PRDX5/SLPI/DHCR24/LTF/GRB7/PPP1R1B/HSPA1B/ITM2C/GSTP1/DUSP1/YWHAG/RACK1/RPS7/GADD45B/ISG15/SFN/HERPUD1/DBI/BST2/RPL37/PMEPA1/PI15/CIB1/LGALS3/CDKN1A/GPRC5A/ZFP36L1/SERPINI1/CST3/CST1/SPINK1/HMG20B/NOP53/FLNA/CLU/CAMK2N1/RGS2/SFRP1",63
"GO:0042742","GO:0042742","defense response to bacterium","27/454","141/5022",0.000117732494649408,0.00951335987252415,0.0083546242672905,"KLK3/LCN2/S100A9/SPON2/GRN/PLA2G2A/IGKC/HLA-E/IGHG1/IGHG2/SLPI/LTF/HLA-A/RPS19/CHGA/ISG15/H2BC21/IGHA1/IGLC3/SEMG2/SEMG1/PGC/DEFA5/DEFA6/RPL39/IGHG4/IGLC2",27
"GO:0048002","GO:0048002","antigen processing and presentation of peptide antigen","11/454","34/5022",0.000122129010773691,0.00963365268317235,0.00846026530773138,"CALR/HLA-C/B2M/AZGP1/HLA-DRA/HLA-E/HLA-B/HLA-DRB5/HLA-A/CD74/HLA-DRB1",11
"GO:0000027","GO:0000027","ribosomal large subunit assembly","8/454","19/5022",0.000129354346085097,0.00973979428590739,0.00855347876983749,"RPL5/RPLP0/RPL3/RPL24/RPL11/RPL10/NOP53/RPL38",8
"GO:0002711","GO:0002711","positive regulation of T cell mediated immunity","8/454","19/5022",0.000129354346085097,0.00973979428590739,0.00855347876983749,"B2M/AZGP1/HLA-DRA/HLA-E/HLA-B/HLA-A/HSPD1/HLA-DRB1",8
"GO:0032269","GO:0032269","negative regulation of cellular protein metabolic process","59/454","409/5022",0.000134666001793601,0.00991441030982666,0.00870682640836287,"TRIB1/RPL5/BTG2/NR4A1/HSP90AB1/YWHAE/GAPDH/CALR/PABPC1/PEBP1/ZFP36/APLP2/APP/RPL13A/RPL11/HSPB1/RPS15/TIMP3/A2M/IFI6/GPX1/ATF4/HSPA1A/IGFBP5/PRDX5/SLPI/DHCR24/LTF/GRB7/PPP1R1B/HSPA1B/GSTP1/DUSP1/YWHAG/RACK1/RPS7/GADD45B/ISG15/SFN/HERPUD1/DBI/BST2/RPL37/PMEPA1/PI15/CIB1/LGALS3/CDKN1A/GPRC5A/ZFP36L1/SERPINI1/CST3/CST1/SPINK1/HMG20B/NOP53/CAMK2N1/RGS2/SFRP1",59
"GO:0009617","GO:0009617","response to bacterium","47/454","305/5022",0.000142635787255732,0.0102728774603965,0.00902163194450442,"TRIB1/NR4A1/XBP1/KLK3/JUN/LCN2/S100A9/ZFP36/SPON2/B2M/GRN/PLA2G2A/IGKC/HLA-E/HLA-B/GPX1/IGHG1/CD24/IGHG2/SLPI/LTF/HLA-A/CCL2/ASS1/RPS19/SCGB1A1/GSTP1/MAOB/HSPD1/CHGA/ISG15/H2BC21/REG4/IGHA1/IGLC3/JUND/SEMG2/SEMG1/PGC/DEFA5/DEFA6/CFD/RPL39/HLA-DRB1/CDK19/IGHG4/IGLC2",47
"GO:0002385","GO:0002385","mucosal immune response","7/454","15/5022",0.000159425949691515,0.0110037119026664,0.00966345010849445,"PIGR/LTF/GP2/H2BC21/DEFA5/DEFA6/RPL39",7
"GO:0002474","GO:0002474","antigen processing and presentation of peptide antigen via MHC class I","7/454","15/5022",0.000159425949691515,0.0110037119026664,0.00966345010849445,"CALR/HLA-C/B2M/AZGP1/HLA-E/HLA-B/HLA-A",7
"GO:0001775","GO:0001775","cell activation","57/454","394/5022",0.000163310312153066,0.0110417768196553,0.00969687868509292,"ACTG1/CLIC1/XBP1/SAA1/MYL9/ACTB/EGR1/B2M/APP/NDRG1/GRN/PLA2G2A/RPS6/HLA-DRA/HSPB1/IGKC/CCN2/HLA-E/COMP/COL3A1/TCIM/IGHG1/MDK/CD24/HLA-DRB5/IGHG2/CCL19/HLA-A/CCL2/ERBB2/SLC25A5/SCGB1A1/HSPD1/CD177/CHGA/MT1G/IGFBP2/CD74/LGALS1/BST2/IGHA1/IGLC3/JUND/DDOST/LGALS3/CDKN1A/ZFP36L1/MYH9/FLNA/HLA-DRB1/CLU/ADGRF5/SDC4/CSRP1/SFRP1/IGHG4/IGLC2",57
"GO:0002697","GO:0002697","regulation of immune effector process","22/454","107/5022",0.000173283425535042,0.0114817597759519,0.0100832713300812,"XBP1/KLK3/SPON2/B2M/AZGP1/GRN/HLA-DRA/HLA-E/A2M/HLA-B/TMBIM6/CCL19/HLA-A/RPS19/HSPD1/CD177/CD74/BST2/PGC/LGALS3/TRPM4/HLA-DRB1",22
"GO:0098609","GO:0098609","cell-cell adhesion","48/454","318/5022",0.000201760170699718,0.0127385986570604,0.0111870261293199,"ACTG1/CLIC1/S100A11/XBP1/PDLIM5/MYL9/S100A9/ACTB/CDH1/B2M/EPCAM/HLA-DRA/SPARCL1/HSPB1/HLA-E/COMP/CLDN3/VSTM2L/BSG/CLDN4/GOLPH3/MDK/CD24/HLA-DRB5/CCL19/HLA-A/CCL2/ERBB2/ASS1/SCGB1A1/EZR/HSPD1/SOX9/CD177/IGFBP2/PLXNB2/CD74/LGALS1/KRT18/NPNT/LGALS3/CCN1/ZFP36L1/MYH9/FLNA/HLA-DRB1/SDC4/CSRP1",48
"GO:0097190","GO:0097190","apoptotic signaling pathway","40/454","250/5022",0.000202952968649421,0.0127385986570604,0.0111870261293199,"XBP1/JUN/P4HB/SKIL/S100A9/PDIA3/NKX3-1/RPL11/HSPB1/TIMP3/IFI6/GPX1/KRT8/ATF4/CREB3L1/TMBIM6/HSPA1A/MAGED1/CD24/EIF5A/COL2A1/SLC25A5/HSPA1B/ITM2C/GSTP1/RACK1/RPS7/SFN/HERPUD1/CD74/IFI27/KRT18/CIB1/LGALS3/MCL1/CDKN1A/ENO1/CLU/GRINA/SFRP1",40
"GO:0001895","GO:0001895","retina homeostasis","9/454","25/5022",0.000203786818238516,0.0127385986570604,0.0111870261293199,"ACTG1/ACTB/B2M/AZGP1/HSPB1/IGKC/PIGR/LTF/IGHA1",9
"GO:0002252","GO:0002252","immune effector process","39/454","242/5022",0.000209132060983483,0.0128306392229311,0.0112678560732621,"XBP1/KLK3/SPON2/B2M/APP/AZGP1/GRN/RPS6/HLA-DRA/IGKC/HLA-E/A2M/HLA-B/TCIM/TMBIM6/IGHG1/MDK/HLA-DRB5/IGHG2/CCL19/HLA-A/RPS19/HSPD1/CD177/CHGA/CD74/LGALS1/BST2/IGHA1/IGLC3/PGC/LGALS3/TRPM4/CFD/HLA-DRB1/CLU/MFAP4/IGHG4/IGLC2",39
"GO:0061844","GO:0061844","antimicrobial humoral immune response mediated by antimicrobial peptide","11/454","36/5022",0.000217062431680892,0.0130750515665235,0.0114824987782964,"KLK3/GAPDH/S100A9/LTF/RPS19/H2BC21/SEMG1/PGC/DEFA5/DEFA6/RPL39",11
"GO:0001906","GO:0001906","cell killing","15/454","61/5022",0.000247853720041803,0.0146522237854412,0.0128675700328719,"HSP90AB1/GAPDH/B2M/AZGP1/HLA-DRA/HLA-E/HLA-B/LTF/HLA-A/RPS19/CHGA/SEMG1/DEFA5/DEFA6/HLA-DRB1",15
"GO:0071345","GO:0071345","cellular response to cytokine stimulus","45/454","295/5022",0.000252090780492046,0.0146522237854412,0.0128675700328719,"ACTG1/XBP1/HSP90AB1/TMSB4X/GAPDH/P4HB/RPLP0/HSPA5/LCN2/PDIA3/EGR1/MT2A/ZFP36/RPL3/NKX3-1/F3/RPL13A/RPS16/KRT8/HSPA1A/CD24/EIF5A/CCL19/CCL2/ASS1/SLC25A5/HSPA1B/GSTP1/IFITM3/DUSP1/HSPD1/COL1A1/SOX9/ISG15/FASN/CD74/IFI27/KRT18/NPNT/PTP4A3/CIB1/NEFH/ZFP36L1/ACKR1/SFRP1",45
